Rank,Player,Int,Tm,Boxscore
,Dick Westmoreland,3,MIA,"Miami Dolphins vs. Buffalo Bills, November 26, 1967"
,Curt Gentry,3,CHI,"Chicago Bears vs. St. Louis Cardinals, November 19, 1967"
,Dave Grayson,3,OAK,"Oakland Raiders vs. San Diego Chargers, October 29, 1967"
,Miller Farr,3,HOU,"Houston Oilers vs. New York Jets, October 15, 1967"
,Richie Petitbon,3,CHI,"Chicago Bears vs. Green Bay Packers, September 24, 1967"
Rank,Player,Int,Tm,Boxscore
,Spider Lockhart,3,NYG,"New York Giants vs. Cleveland Browns, December 4, 1966"
,Brig Owens,3,WAS,"Washington Redskins vs. New York Giants, November 27, 1966"
,Mike Lucci,3,DET,"Detroit Lions vs. Minnesota Vikings, November 13, 1966"
,Larry Wilson+,3,STL,"St. Louis Cardinals vs. Chicago Bears, October 31, 1966"
,Ross Fichtner,3,CLE,"Cleveland Browns vs. Dallas Cowboys, October 23, 1966"
,Willie West,3,MIA,"Miami Dolphins vs. Houston Oilers, October 23, 1966"
,Joe Scarpati,3,PHI,"Philadelphia Eagles vs. New York Giants, October 23, 1966"
,Speedy Duncan,3,SDG,"San Diego Chargers vs. Oakland Raiders, September 25, 1966"
,Larry Wilson+,3,STL,"St. Louis Cardinals vs. Cleveland Browns, December 19, 1965"
,Jim Nettles,3,PHI,"Philadelphia Eagles vs. Pittsburgh Steelers, December 12, 1965"
,Nate Ramsey,3,PHI,"Philadelphia Eagles vs. St. Louis Cardinals, November 28, 1965"
,W.K. Hicks,3,HOU,"Houston Oilers vs. Buffalo Bills, October 31, 1965"
,Jim Bradshaw,3,PIT,"Pittsburgh Steelers vs. Philadelphia Eagles, October 24, 1965"
,Bud Whitehead,3,SDG,"San Diego Chargers vs. Buffalo Bills, October 10, 1965"
,Charley Warner,3,BUF,"Buffalo Bills vs. Denver Broncos, September 19, 1965"
,Bill Baird,3,NYJ,"New York Jets vs. Boston Patriots, October 31, 1964"
,Roy Winston,3,MIN,"Minnesota Vikings vs. San Francisco 49ers, October 25, 1964"
