Year,Tm,Level,Pos,Voters
2015,1st Tm,All-Conf.,QB,Pro Football Writers
2015,1st Tm,,QB,Associated Press
2015,1st Tm,,QB,Pro Football Writers
2015,1st Tm,,QB,Sporting News
