Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31
,Receiving,Rushing,Scrimmage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
2014,25,HOU,NFL,LDE,16,16,3,3,4,1.3,3,3,100.0,2,0.2,0.3,100.0,1.3,0,0,0,0,0.0,0.0,3,1.3,4,3,0,"PB,AP-1,AP MVP-2,AP DPoY-1"
2015,26,HOU,NFL,RDE,16,16,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,,0,0,0,"PB,AP-1,AP DPoY-1"
12 Yrs,,151,151,4,3,4,1.3,3,3,75.0,2,0.0,0.0,75.0,1.0,0,0,0,0,0.0,0.0,3,1.3,4,3,0,,,,
17 Game Avg,,17,17,0,0,0,1.3,0,0,75.0,2,0.0,0.0,75.0,1.0,0,0,0,0,0.0,0.0,0,0.2,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (10 Yrs),,128,128,4,3,4,1.3,3,3,75.0,2,0.0,0.0,75.0,1.0,0,0,0,0,0.0,0.0,3,1.3,4,3,0,,,,
ARI (2 Yrs),,23,23,0,0,0,,0,0,,,0.0,0.0,,,0,0,0,0,0.0,0.0,0,,0,0,0,,,,
