Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25
,Misc,,,,Passing,Rushing,Receiving,,,,,,,,,,,,,,,,,
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2003,6,Yeremiah Bell,213,DB,2013,0,1,7,40,142,0,0,0,0,0,,,0,,,0,8,13.0,Eastern Kentucky
2003,7,Davern Williams,248,DT,2004,0,0,0,1,3,0,0,0,0,0,,,0,,,0,,0.5,Troy
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2002,3,Seth McKinney,90,C,2009,0,0,3,21,93,0,0,0,0,0,,,0,,,0,,,Texas A&M
2002,4,Randy McMichael,114,TE,2012,0,0,10,33,164,0,0,0,0,0,1,8,0,426,4539,24,,,Georgia
2002,5,Omare Lowe,161,DB,2008,0,0,0,2,43,0,0,0,0,0,,,0,,,0,,,Washington
2002,5,Sam Simmons,170,WR,2003,0,0,0,0,11,0,0,0,0,0,,,0,0,0,0,,,Northwestern
2002,7,Leonard Henry,241,RB,2004,0,0,0,1,6,0,0,0,0,0,46,141,0,3,12,0,,,East Carolina
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2001,1,Jamar Fletcher,26,DB,2008,0,0,0,9,105,0,0,0,0,0,,,0,,,0,7,1.0,Wisconsin
2001,2,Chris Chambers,52,WR,2010,0,1,8,58,153,0,0,0,0,0,44,373,0,540,7648,58,,,Wisconsin
2001,3,Travis Minor,85,RB,2008,0,0,0,10,118,0,0,0,0,0,307,1230,8,67,474,1,,,Florida St.
2001,3,Morlon Greenwood,88,LB,2008,0,0,8,39,125,0,0,0,0,0,,,0,,,0,2,7.0,Syracuse
2001,5,Shawn Draper,156,T,,0,0,0,,,,,,,,,,,,,,,,Alabama
2001,6,Brandon Winey,164,T,2004,0,0,0,3,24,0,0,0,0,0,,,0,,,0,,,LSU
2001,6,Josh Heupel,177,QB,,0,0,0,,,,,,,,,,,,,,,,Oklahoma
2001,6,Otis Leverette,187,DE,2004,0,0,0,3,17,0,0,0,0,0,,,0,,,0,1,2.0,Ala-Birmingham
2001,6,Rick Crowell,188,LB,,0,0,0,,,,,,,,,,,,,,,,Colorado St.
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2000,2,Todd Wade,53,T,2007,0,0,7,41,99,0,0,0,0,0,,,0,,,0,,,Mississippi
2000,3,Ben Kelly,84,DB,2002,0,0,0,0,13,0,0,0,0,0,,,0,,,0,,,Colorado
2000,4,Deon Dyer,117,FB,2002,0,0,0,0,45,0,0,0,0,0,,,0,2,14,0,,,North Carolina
2000,5,Arturo Freeman,152,DB,2005,0,0,2,13,74,0,0,0,0,0,,,0,,,0,5,3.5,South Carolina
2000,6,Ernest Grant,167,DT,2002,0,0,0,3,24,0,0,0,0,0,,,0,,,0,,0.5,Ark-Pine Bluff
2000,7,Jeff Harris,232,DB,,0,0,0,,,,,,,,,,,,,,,,Georgia
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1999,2,J.J. Johnson,39,RB,2001,0,0,0,7,36,0,0,0,0,0,219,748,5,29,182,0,,,Mississippi St.
1999,2,Rob Konrad,43,FB,2004,0,0,5,9,82,0,0,0,0,0,38,114,1,111,854,6,,,Syracuse
1999,3,Grey Ruegamer,72,C,2008,0,0,1,15,124,0,0,0,0,0,,,0,0,0,0,,,Arizona St.
1999,5,Cecil Collins,134,RB,1999,0,0,1,3,8,0,0,0,0,0,131,414,2,6,32,0,,,McNeese St.
1999,5,Bryan Jones,142,LB,,0,0,0,,,,,,,,,,,,,,,,Oregon St.
1999,6,Brent Bartholomew,192,P,2000,0,0,0,0,9,0,0,0,0,0,,,0,,,0,,,Ohio St.
1999,7,Jermaine Haley,232,DT,2004,0,0,0,12,62,0,0,0,0,0,,,0,,,0,1,3.5,Butte JC (CA)
1999,7,Joe Wong,244,G,2003,0,0,0,0,2,0,0,0,0,0,,,0,,,0,,,BYU
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1998,1,John Avery,29,RB,2003,0,0,0,4,29,0,0,0,0,0,149,524,2,16,115,2,,,Mississippi
1998,2,Patrick Surtain,44,DB,2008,1,3,8,68,163,0,0,0,0,0,,,0,,,0,37,7.5,Southern Miss
1998,2,Kenny Mixon,49,DE,2004,0,0,6,37,105,0,0,0,0,0,,,0,,,0,2,18.5,LSU
1998,3,Brad Jackson,79,LB,2002,0,0,0,8,50,0,0,0,0,0,,,0,,,0,,,Cincinnati
1998,3,Larry Shannon,82,WR,1999,0,0,0,0,2,0,0,0,0,0,,,0,,,0,,,East Carolina
1998,4,Lorenzo Bromell,102,DE,2004,0,0,0,11,77,0,0,0,0,0,,,0,,,0,,27.5,Clemson
1998,5,Scott Shaw,143,G,1998,0,0,0,0,2,0,0,0,0,0,,,0,,,0,,,Michigan St.
1998,6,Nathan Strikwerda,171,C,,0,0,0,,,,,,,,,,,,,,,,Northwestern
1998,6,John Dutton,172,QB,,0,0,0,,,,,,,,,,,,,,,,Nevada
1998,7,Jim Bundren,210,G,2000,0,0,1,3,27,0,0,0,0,0,,,0,,,0,,,Clemson
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1997,1,Yatil Green,15,WR,1999,0,0,0,2,8,0,0,0,0,0,,,0,18,234,0,,,Miami (FL)
1997,2,Sam Madison,44,DB,2008,2,4,10,86,173,0,0,0,0,0,,,0,,,0,38,2.0,Louisville
1997,3,Jason Taylor HOF,73,DE,2011,3,6,12,118,233,0,0,0,0,0,,,0,0,0,0,8,139.5,Akron
1997,3,Derrick Rodgers,92,LB,2004,0,0,8,43,116,0,0,0,0,0,,,0,,,0,4,9.0,Arizona St.
1997,3,Ronnie Ward,93,LB,1997,0,0,0,0,4,0,0,0,0,0,,,0,,,0,,,Kansas
1997,3,Brent Smith,96,G,2004,0,0,1,16,57,0,0,0,0,0,,,0,,,0,,,Mississippi St.
1997,4,Jerome Daniels,121,G,1998,0,0,0,3,8,0,0,0,0,0,,,0,,,0,,,Northeastern
1997,5,Barron Tanner,149,DT,2003,0,0,2,13,78,0,0,0,0,0,,,0,,,0,1,3.0,Oklahoma
1997,5,Nicholas Lopez,157,DE,,0,0,0,,,,,,,,,,,,,,,,Texas Southern
1997,6,John Fiala,166,LB,2002,0,0,0,6,75,0,0,0,0,0,,,0,,,0,,,Washington
1997,6,Brian Manning,170,WR,1998,0,0,0,1,10,0,0,0,0,0,,,0,7,85,0,,,Stanford
1997,6,Mike Crawford,173,LB,1997,0,0,0,0,7,0,0,0,0,0,,,0,,,0,,,Nevada
1997,6,Ed Perry,177,TE,2005,0,0,0,2,109,0,0,0,0,0,,,0,39,308,2,,,James Madison
1997,7,Hudhaifa Ismaeli,203,DB,,0,0,0,,,,,,,,,,,,,,,,Northwestern
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1996,1,Daryl Gardener,20,DT,2003,0,0,7,42,102,0,0,0,0,0,,,0,,,0,1,19.0,Baylor
1996,3,Dorian Brew,79,DB,1997,0,0,0,0,16,0,0,0,0,0,,,0,,,0,,,Kansas
1996,3,Karim Abdul-Jabbar,80,RB,2000,0,0,3,24,61,0,0,0,0,0,1004,3411,33,90,586,2,,,UCLA
1996,4,Kirk Pointer,113,DB,,0,0,0,,,,,,,,,,,,,,,,Austin Peay St.
1996,4,Stanley Pritchett,118,FB,2004,0,0,4,13,121,0,0,0,0,0,149,549,5,162,1244,8,,,South Carolina
1996,4,LaCurtis Jones,125,LB,1996,0,0,0,1,10,0,0,0,0,0,,,0,,,0,,,Baylor
1996,5,Jerris McPhail,134,RB,1998,0,0,0,7,26,0,0,0,0,0,23,174,1,54,544,1,,,East Carolina
1996,5,Shane Burton,150,DE,2003,0,0,2,30,125,0,0,0,0,0,,,0,,,0,3,18.0,Tennessee
1996,5,Zach Thomas HOF,154,LB,2008,5,7,12,115,184,0,0,0,0,0,,,0,,,0,17,20.5,Texas Tech
1996,6,Shawn Wooden,189,DB,2003,0,0,2,19,104,0,0,0,0,0,,,0,,,0,5,,Notre Dame
1996,7,Jeff Buckey,230,G,1999,0,0,1,12,45,0,0,0,0,0,,,0,,,0,,,Stanford
1996,7,Brice Hunter,251,WR,1998,0,0,0,1,13,0,0,0,0,0,,,0,4,73,1,,,Georgia
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,1,Billy Milner,25,T,1996,0,0,1,7,30,0,0,0,0,0,,,0,,,0,,,Houston
1995,2,Andrew Greene,53,G,1998,0,0,0,1,10,0,0,0,0,0,,,0,,,0,,,Indiana
1995,4,Pete Mitchell,122,TE,2002,0,0,3,23,114,0,0,0,0,0,,,0,279,2885,15,,,Boston Col.
1995,5,Norman Hand,158,DT,2004,0,0,6,36,115,0,0,0,0,0,,,0,,,0,2,22.5,Mississippi
1995,6,Jeff Kopp,194,LB,1999,0,0,0,4,63,0,0,0,0,0,,,0,,,0,1,1.0,USC
1995,7,Corey Swinson,233,DT,,0,0,0,,,,,,,,,,,,,,,,Hampton
1995,7,Shannon Myers,246,WR,,0,0,0,,,,,,,,,,,,,,,,Lenoir-Rhyne
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1994,1,Tim Bowens,20,DT,2004,0,2,10,63,157,0,0,0,0,0,,,0,,,0,1,22.0,Mississippi
1994,2,Aubrey Beavers,54,LB,1996,0,0,0,7,39,0,0,0,0,0,,,0,,,0,3,,Oklahoma
1994,2,Tim Ruddy,65,C,2003,0,1,9,61,156,0,0,0,0,0,,,0,0,0,0,,,Notre Dame
1994,4,Ronnie Woolfork,112,LB,,0,0,0,,,,,,,,,,,,,,,,Colorado
1994,5,William Gaines,147,DT,1997,0,0,1,12,51,0,0,0,0,0,,,0,,,0,,2.0,Florida
1994,6,Brant Boyer,177,LB,2003,0,0,1,18,130,0,1,0,0,0,1,7,0,,,0,6,13.0,Arizona
1994,7,Sean Hill,214,DB,1996,0,0,0,5,44,0,0,0,0,0,,,0,,,0,1,1.0,Montana St.
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1993,1,O.J. McDuffie,25,WR,2000,0,0,5,44,116,0,0,0,0,0,15,49,0,415,5074,29,,,Penn St.
1993,3,Terry Kirby,78,RB,2002,0,0,2,47,110,4,6,85,3,0,761,2875,27,333,3222,12,,,Virginia
1993,4,Ronnie Bradford,105,DB,2002,0,0,7,30,133,0,0,0,0,0,,,0,,,0,13,2.0,Colorado
1993,5,Chris Gray,132,G,2007,0,0,11,64,208,0,0,0,0,0,,,0,,,0,,,Auburn
1993,6,Robert O'Neal,164,DB,1994,0,0,0,0,2,0,0,0,0,0,,,0,,,0,,,Clemson
1993,7,David Merritt,191,LB,1995,0,0,0,3,38,0,0,0,0,0,,,0,,,0,,,North Carolina St.
1993,8,Dwayne Gordon,218,LB,2000,0,0,1,17,113,0,0,0,0,0,,,0,,,0,1,3.0,New Hampshire
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1992,1,Troy Vincent,7,DB,2006,1,5,13,90,207,0,0,0,0,0,,,0,,,0,47,5.5,Wisconsin
1992,1,Marco Coleman,12,DE,2005,0,1,12,72,207,0,0,0,0,0,,,0,,,0,1,65.5,Georgia Tech
1992,2,Eddie Blake,43,DT,,0,0,0,,,,,,,,,,,,,,,,Auburn
1992,3,Larry Webster,70,DT,2002,0,0,2,23,136,0,0,0,0,0,,,0,,,0,,4.0,Maryland
1992,4,Dwight Hollier,97,LB,2000,0,0,4,32,138,0,0,0,0,0,,,0,,,0,2,3.0,North Carolina
1992,5,Christopher Perez,124,T,,0,0,0,,,,,,,,,,,,,,,,Kansas
1992,6,Roosevelt Collins,155,LB,1992,0,0,0,1,10,0,0,0,0,0,,,0,,,0,,,TCU
1992,7,Dave Moore,191,TE,2006,0,1,5,18,220,0,1,0,0,0,1,4,0,207,2028,28,,,Pittsburgh
1992,8,Andre Powell,209,LB,1994,0,0,0,2,16,0,0,0,0,0,,,0,,,0,,,Penn St.
1992,9,Tony Tellington,236,DB,,0,0,0,,,,,,,,,,,,,,,,Youngstown St.
1992,10,Raoul Spears,267,RB,,0,0,0,,,,,,,,,,,,,,,,USC
1992,11,Lee Miles,294,WR,,0,0,0,,,,,,,,,,,,,,,,Baylor
1992,11,Mark Barsotti,296,QB,,0,0,0,,,,,,,,,,,,,,,,Fresno St.
1992,12,Milton Biggins,321,TE,,0,0,0,,,,,,,,,,,,,,,,Western Kentucky
1992,12,Kameno Bell,328,RB,,0,0,0,,,,,,,,,,,,,,,,Illinois
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1991,1,Randal Hill,23,WR,1997,0,0,3,27,103,0,0,0,0,0,2,15,0,262,3849,14,,,Miami (FL)
1991,3,Aaron Craver,60,RB,1999,0,0,4,18,103,0,2,0,0,0,243,966,10,170,1364,4,,,Fresno St.
1991,5,Bryan Cox,113,LB,2002,0,3,10,67,165,0,0,0,0,0,,,0,1,7,0,4,51.5,Western Illinois
1991,5,Gene Williams,121,G,1999,0,0,4,31,114,0,0,0,0,0,,,0,,,0,,,Iowa St.
1991,7,Chris Green,191,DB,1995,0,0,0,5,66,0,0,0,0,0,,,0,,,0,2,,Illinois
1991,8,Roland Smith,220,DB,,0,0,0,,,,,,,,,,,,,,,,Miami (FL)
1991,9,Scott Miller,246,WR,1996,0,0,0,3,55,0,0,0,0,0,,,0,21,274,1,,,UCLA
1991,10,Michael Titley,275,TE,,0,0,0,,,,,,,,,,,,,,,,Iowa
1991,11,Ernie Rogers,302,G,,0,0,0,,,,,,,,,,,,,,,,California
1991,12,Joe Brunson,331,DT,,0,0,0,,,,,,,,,,,,,,,,Chattanooga
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1990,1,Richmond Webb,9,T,2002,2,7,12,102,184,0,0,0,0,0,,,0,,,0,,,Texas A&M
1990,2,Keith Sims,39,G,2000,0,3,9,69,142,0,0,0,0,0,,,0,1,9,0,,,Iowa St.
1990,3,Alfred Oglesby,66,NT,1995,0,0,1,11,59,0,0,0,0,0,,,0,,,0,,4.0,Houston
1990,4,Scott Mitchell,93,QB,2001,0,0,5,49,99,1301,2346,15692,95,81,172,485,11,,,0,,,Utah
1990,5,Leroy Holt,137,RB,,0,0,0,,,,,,,,,,,,,,,,USC
1990,6,Sean Vanhorse,151,DB,1996,0,0,1,11,70,0,0,0,0,0,,,0,,,0,6,,Howard
1990,8,Thomas Woods,205,WR,,0,0,0,,,,,,,,,,,,,,,,Tennessee
1990,9,Phil Ross,231,TE,,0,0,0,,,,,,,,,,,,,,,,Oregon St.
1990,12,Bobby Harden,315,DB,1993,0,0,0,4,29,0,0,0,0,0,,,0,,,0,2,1.0,Miami (FL)
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1989,1,Sammie Smith,9,RB,1992,0,0,2,13,44,0,0,0,0,0,532,1881,15,32,310,1,,,Florida St.
1989,1,Louis Oliver,25,DB,1996,0,0,7,45,117,0,0,0,0,0,,,0,,,0,27,2.0,Florida
1989,4,David Holmes,92,DB,,0,0,0,,,,,,,,,,,,,,,,Syracuse
1989,5,Jeff Uhlenhake,121,C,1997,0,0,8,49,119,0,0,0,0,0,,,0,,,0,,,Ohio St.
1989,6,Wes Pritchett,147,LB,1991,0,0,0,0,3,0,0,0,0,0,,,0,,,0,,,Notre Dame
1989,7,Jim Zdelar,176,T,,0,0,0,,,,,,,,,,,,,,,,Youngstown St.
1989,8,Pete Stoyanovich,203,K,2000,1,0,0,33,182,0,0,0,0,0,,,0,,,0,,,Indiana
1989,9,Dana Batisite,232,LB,,0,0,0,,,,,,,,,,,,,,,,Texas A&M
1989,10,Deval Glover,259,WR,,0,0,0,,,,,,,,,,,,,,,,Syracuse
1989,10,Greg Ross,275,DT,,0,0,0,,,,,,,,,,,,,,,,Memphis
1989,11,Bert Weidner,288,G,1995,0,0,2,26,81,0,0,0,0,0,,,0,,,0,,,Kent St.
1989,12,J.B. Brown,315,DB,2000,0,0,7,37,166,0,0,0,0,0,,,0,,,0,16,1.0,Maryland
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1988,1,Eric Kumerow,16,DE,1990,0,0,0,4,42,0,0,0,0,0,,,0,,,0,1,5.0,Ohio St.
1988,2,Jarvis Williams,42,DB,1994,0,0,7,36,104,0,0,0,0,0,,,0,,,0,16,3.0,Florida
1988,3,Ferrell Edmunds,73,TE,1994,0,2,4,15,89,0,0,0,0,0,2,-15,0,148,1894,12,,,Maryland
1988,4,Greg Johnson,99,T,1988,0,0,0,0,1,0,0,0,0,0,,,0,,,0,,,Oklahoma
1988,5,Rodney Thomas,126,DB,1991,0,0,0,4,46,0,0,0,0,0,,,0,,,0,3,1.0,BYU
1988,6,Melvin Bratton,153,RB,,0,0,0,,,,,,,,,,,,,,,,Miami (FL)
1988,6,George Cooper,156,RB,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1988,7,Kerwin Bell,180,QB,1996,0,0,0,0,1,5,5,75,1,0,1,-1,0,,,0,,,Florida
1988,8,Harry Galbreath,212,G,1996,0,0,9,60,141,0,0,0,0,0,,,0,,,0,,,Tennessee
1988,8,Louis Cheek,220,T,1991,0,0,1,8,45,0,0,0,0,0,,,0,,,0,,,Texas A&M
1988,9,Jeff Cross,239,DE,1995,0,1,7,50,125,0,0,0,0,0,,,0,,,0,1,59.5,Missouri
1988,10,Artis Jackson,266,DT,,0,0,0,,,,,,,,,,,,,,,,Texas Tech
1988,11,Tom Kelleher,292,RB,,0,0,0,,,,,,,,,,,,,,,,Holy Cross
1988,12,Brian Kinchen,320,TE,2003,0,0,4,15,193,0,0,0,0,0,,,0,160,1648,7,,,LSU
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1987,1,John Bosa,16,DE,1989,0,0,1,10,31,0,0,0,0,0,,,0,,,0,,7.0,Boston Col.
1987,2,Rick Graf,43,LB,1993,0,0,1,14,73,0,0,0,0,0,,,0,,,0,2,4.0,Wisconsin
1987,2,Scott Schwedes,56,WR,1990,0,0,0,5,46,0,0,0,0,0,,,0,19,370,2,,,Syracuse
1987,4,Troy Stradford,99,RB,1992,0,0,0,23,66,1,2,6,0,0,356,1380,10,170,1479,2,,,Boston Col.
1987,5,Chris Conlin,132,G,1991,0,0,0,2,27,0,0,0,0,0,,,0,,,0,,,Penn St.
1987,6,Lance Sellers,155,LB,1987,0,0,0,1,3,0,0,0,0,0,,,0,,,0,,,Boise St.
1987,7,Tom Brown,182,RB,1989,0,0,1,1,10,0,0,0,0,0,16,29,0,14,123,0,,,Pittsburgh
1987,8,Joel Williams,210,TE,1987,0,0,0,0,3,0,0,0,0,0,,,0,,,0,,,Notre Dame
1987,8,Mark Dennis,212,T,1996,0,0,3,36,125,0,0,0,0,0,,,0,1,3,0,,,Illinois
1987,9,Tim Pidgeon,237,LB,1987,0,0,0,2,3,0,0,0,0,0,,,0,,,0,,,Syracuse
1987,10,Bobby Taylor,266,DB,,0,0,0,,,,,,,,,,,,,,,,Wisconsin
1987,11,Terence Mann,293,DT,,0,0,0,,,,,,,,,,,,,,,,SMU
1987,12,Jim Karsatos,322,QB,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1986,2,John Offerdahl,52,LB,1993,1,5,7,48,89,0,0,0,0,0,,,0,,,0,4,9.5,Western Michigan
1986,3,T.J. Turner,81,DE,1992,0,0,6,32,101,0,0,0,0,0,,,0,,,0,,16.0,Houston
1986,4,James Pruitt,107,WR,1991,0,0,0,10,67,0,0,0,0,0,,,0,63,1013,9,,,Cal State-Fullerton
1986,5,Kevin Wyatt,136,DB,1987,0,0,0,1,18,0,0,0,0,0,,,0,,,0,,,Arkansas
1986,6,Brent Sowell,163,DT,,0,0,0,,,,,,,,,,,,,,,,Alabama
1986,7,Larry Kolic,193,LB,1988,0,0,0,2,16,0,0,0,0,0,,,0,,,0,,,Ohio St.
1986,8,John Stuart,218,T,,0,0,0,,,,,,,,,,,,,,,,Texas
1986,9,Reyna Thompson,247,DB,1993,0,1,0,14,116,0,0,0,0,0,,,0,,,0,3,2.0,Baylor
1986,10,Jeff Wickersham,274,QB,,0,0,0,,,,,,,,,,,,,,,,LSU
1986,11,Arnold Franklin,303,TE,1987,0,0,0,0,3,0,0,0,0,0,,,0,,,0,,,North Carolina
1986,12,Rickey Isom,329,RB,1987,0,0,0,0,3,0,0,0,0,0,9,41,1,1,11,0,,,North Carolina St.
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1985,1,Lorenzo Hampton,27,RB,1989,0,0,3,25,70,0,0,0,0,0,500,1949,22,123,954,6,,,Florida
1985,3,George Little,65,DE,1987,0,0,1,8,39,0,0,0,0,0,,,0,,,0,,5.0,Iowa
1985,3,Alex Moyer,83,LB,1986,0,0,0,1,13,0,0,0,0,0,,,0,,,0,1,,Northwestern
1985,4,Mike Smith,91,DB,1987,0,0,0,1,29,0,0,0,0,0,,,0,,,0,,1.0,Texas-El Paso
1985,4,Jeff Dellenbach,111,C,1999,0,0,6,53,211,0,0,0,0,0,,,0,,,0,,,Wisconsin
1985,6,George Shorthose,145,WR,1985,0,0,0,0,3,0,0,0,0,0,,,0,,,0,,,Missouri
1985,6,Ron Davenport,167,RB,1989,0,0,0,16,67,0,0,0,0,0,274,1127,13,93,801,4,,,Louisville
1985,7,Fuad Reveiz,195,K,1995,0,1,0,25,147,0,0,0,0,0,,,0,,,0,,,Tennessee
1985,8,Dan Sharp,223,TE,1987,0,0,0,0,9,0,0,0,0,0,,,0,2,6,0,,,TCU
1985,9,Adam Hinds,251,DB,,0,0,0,,,,,,,,,,,,,,,,Oklahoma St.
1985,10,Mike Pendleton,279,DB,,0,0,0,,,,,,,,,,,,,,,,Indiana
1985,11,Mike Jones,307,RB,,0,0,0,,,,,,,,,,,,,,,,Tulane
1985,12,Ray Noble,335,DB,,0,0,0,,,,,,,,,,,,,,,,California
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1984,1,Jackie Shipp,14,LB,1989,0,0,3,18,74,0,0,0,0,0,,,0,,,0,1,1.0,Oklahoma
1984,2,Jay Brophy,53,LB,1987,0,0,0,8,34,0,0,0,0,0,,,0,,,0,1,2.0,Miami (FL)
1984,4,Joe Carter,109,RB,1986,0,0,0,6,30,0,0,0,0,0,118,589,1,11,66,0,,,Alabama
1984,5,Dean May,138,QB,1987,0,0,0,0,5,1,6,33,0,1,2,-4,0,,,0,,,Louisville
1984,6,Rowland Tatum,165,LB,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1984,7,Bernard Carvalho,194,G,,0,0,0,,,,,,,,,,,,,,,,Hawaii
1984,8,Ronnie Landry,221,RB,,0,0,0,,,,,,,,,,,,,,,,McNeese St.
1984,9,Jim Boyle,250,T,1988,0,0,0,3,9,0,0,0,0,0,,,0,1,0,0,,,Tulane
1984,10,John Chesley,277,TE,1984,0,0,0,0,1,0,0,0,0,0,,,0,,,0,,,Oklahoma St.
1984,11,Bud Brown,305,DB,1988,0,0,3,17,73,0,0,0,0,0,,,0,,,0,5,,Southern Miss
1984,12,William Devane,320,DT,,0,0,0,,,,,,,,,,,,,,,,Clemson
1984,12,Mike Weingrad,333,LB,,0,0,0,,,,,,,,,,,,,,,,Illinois
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1983,1,Dan Marino HOF,27,QB,1999,3,9,16,145,242,4967,8358,61361,420,252,301,87,9,1,-6,0,,,Pittsburgh
1983,2,Mike Charles,55,NT,1991,0,0,3,27,101,0,0,0,0,0,,,0,,,0,1,14.0,Syracuse
1983,3,Charles Benson,76,DE,1987,0,0,0,4,28,0,0,0,0,0,,,0,,,0,1,2.0,Baylor
1983,6,Reggie Roby,167,P,1998,2,3,0,28,238,1,1,48,0,0,9,4,0,,,0,,,Iowa
1983,7,Keith Woetzel,195,LB,,0,0,0,,,,,,,,,,,,,,,,Rutgers
1983,8,Mark Clayton,223,WR,1993,0,5,10,78,158,1,2,48,1,1,14,108,0,582,8974,84,,,Louisville
1983,9,Mark Brown,250,LB,1991,0,0,5,28,107,0,0,0,0,0,,,0,,,0,4,10.5,Purdue
1983,10,Anthony Reed,278,RB,,0,0,0,,,,,,,,,,,,,,,,South Carolina St.
1983,11,Joe Lukens,306,G,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1983,12,Anthony Carter,334,WR,1995,0,3,9,61,140,0,1,0,0,0,47,289,2,486,7733,55,,,Michigan
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1982,1,Roy Foster,24,G,1993,0,2,8,70,165,0,0,0,0,0,,,0,,,0,,,USC
1982,2,Mark Duper,52,WR,1992,0,3,10,78,146,0,0,0,0,0,1,-10,0,511,8869,59,,,Northwestern St. (LA)
1982,3,Paul Lankford,80,DB,1991,0,0,5,26,130,0,0,0,0,0,,,0,,,0,13,3.0,Penn St.
1982,4,Charles Bowser,108,LB,1985,0,0,2,18,42,0,0,0,0,0,,,0,,,0,,20.0,Duke
1982,5,Bob Nelson,120,NT,1990,0,0,3,20,62,0,0,0,0,0,,,0,,,0,,3.0,Miami (FL)
