Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42
,Air Yards,Accuracy,Pressure,RPO,PlayAction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassYds,RushAtt,RushYds,PassAtt,PassYds,Awards
2018,36,PIT,NFL,QB,16,16,452,675,5254,7.8,2327,5.1,3.4,2802,6.2,0,7,3,24,3.6,122,18.3,,,2.3,164,58,37,119,16.7,12,8.3,,,,,,,,,
2019,37,PIT,NFL,QB,2,2,35,62,576,9.3,158,4.5,2.5,193,5.5,2,0,0,7,11.3,12,19.4,44,71.0,2.3,17,14,2,18,27.7,1,7.0,0,0,0,0,0,0,1,8,
2020,38,PIT,NFL,QB,15,15,399,608,4220,6.9,1850,4.6,3.0,1953,4.9,13,2,0,39,6.4,91,15.0,463,76.4,2.1,175,42,51,106,17.0,3,7.0,26,85,25,85,1,0,48,234,AP CPoY-2
2021,39,PIT,NFL,QB,16,16,390,605,4052,6.7,1808,4.6,3.0,1932,5.0,13,6,2,30,5.0,110,18.4,451,75.5,2.2,145,44,38,120,18.6,3,6.0,23,52,21,51,1,1,90,587,
4 Yrs,,49,49,1276,1950,14102,7.2,6143,4.8,3.2,6880,5.4,28,15,5,100,5.2,335,17.4,958,49.6,2.2,501,158,128,363,17.7,19,7.6,49,137,46,136,2,1,139,829,,,,
17 Game Avg,,17,17,443,677,4893,7.2,2131,4.8,3.2,2387,5.4,10,5,2,35,5.2,116,17.4,,,2.2,174,55,44,126,17.7,7,7.6,,,,,,,,,,,,
