Year,Tm,Level,Pos,Voters
2018,1st Tm,,RB,Pro Football Focus
2018,1st Tm,,RB,Sporting News
2022,1st Tm,All-Conf.,RB,Pro Football Writers
2022,1st Tm,,RB,Sporting News
2024,1st Tm,All-Conf.,RB,Pro Football Writers
2024,1st Tm,,RB,Associated Press
2024,1st Tm,,RB,Pro Football Writers
2024,1st Tm,,RB,NFL Players Assoc.
2024,2nd Tm,,RB,Pro Football Focus
2024,1st Tm,,RB,Sporting News
