Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29
,0-19,20-29,30-39,40-49,50+,Scoring,Kickoffs,,,,,,,,,,,,,,,,,,,,,
Rk,Player,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Awards
1,Chris Boswell,33,K,17,0,0,0,9,9,12,12,8,7,15,13,44,41,57,93.2,35,35,100.0,90,5713,49,54.4,64,"PB,AP-1"
,Team Totals,,,17,,0,0,9,9,12,12,8,7,15,13,44,41,57,93.2,35,35,100.0,90,5713,49,54.4,64,
