Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13
,Games,Off.,Def.,ST,,,,,,,,
Year,Age,Tm,Pos,No.,G,GS,Num,Pct,Num,Pct,Num,Pct
2012*+,36,DEN,QB,18,16,16,1110,97%,0,0%,0,0%
2013*+,37,DEN,QB,18,16,16,1156,96%,0,0%,0,0%
2014*,38,DEN,QB,18,16,16,1094,97%,0,0%,0,0%
2015,39,DEN,QB,18,10,9,586,89%,0,0%,0,0%
Career,,,,,,3946,,0,,0,,
