Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25
,Misc,,,,Passing,Rushing,Receiving,,,,,,,,,,,,,,,,,
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2005,5,Manuel Wright,1,DT,2007,0,0,0,0,9,0,0,0,0,0,,,0,,,0,,1.0,USC
Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1984,1,Danny Knight,26,WR,,0,0,0,,,,,,,,,,,,,,,,Mississippi St.
1984,2,Dewey Forte,53,DE,,0,0,0,,,,,,,,,,,,,,,,Bethune-Cookman
1984,3,Duan Hanks,82,WR,,0,0,0,,,,,,,,,,,,,,,,S.F. Austin
