NumYrs,Players whose career was of similar quality and shape
3,"Riley Odoms, Tony Gonzalez*, Jason Witten, Todd Heap, Owen Daniels, Chris Cooley, Brent Celek, Charlie Sanders*, Fred Arbanas, Jeremy Shockey"
4,"Riley Odoms, Tony Gonzalez*, Charlie Sanders*, Charle Young, Jeremy Shockey, Jason Witten, Raymond Chester, Milt Morin, Dan Ross, Billy Joe DuPree"
5,"Tony Gonzalez*, Riley Odoms, Charle Young, Jason Witten, Jimmy Graham, John Mackey*, Charlie Sanders*, George Kittle, Dave Casper*, Jeremy Shockey"
6,"Mike Ditka*, Tony Gonzalez*, Rich Caster, Kellen Winslow*, Jimmy Graham, Jason Witten, Rob Gronkowski, John Mackey*, Antonio Gates*, Milt Morin"
7,"Kellen Winslow*, Tony Gonzalez*, Rob Gronkowski, Antonio Gates*, Jimmy Graham, Jackie Smith*, John Mackey*, Mike Ditka*, Jason Witten, Shannon Sharpe*"
8,"Antonio Gates*, Tony Gonzalez*, Kellen Winslow*, Rob Gronkowski, Shannon Sharpe*, Jackie Smith*, Jason Witten, John Mackey*, Jimmy Graham, Mike Ditka*"
9,"Antonio Gates*, Tony Gonzalez*, Shannon Sharpe*, Rob Gronkowski, Kellen Winslow*, Jackie Smith*, Jason Witten, John Mackey*, Jimmy Graham, Mike Ditka*"
10,"Antonio Gates*, Rob Gronkowski, Tony Gonzalez*, Shannon Sharpe*, Jason Witten, Jackie Smith*, Kellen Winslow*, John Mackey*, Jimmy Graham, Greg Olsen"
Career,"Rob Gronkowski, Shannon Sharpe*, Antonio Gates*, Kellen Winslow*, Jackie Smith*, John Mackey*, Jimmy Graham, Mike Ditka*, Charlie Sanders*, Dave Casper*"
